Accession,ID,Assay name,Assay title,Target of assay,Target gene symbol,Biosample summary,Biosample term name,Description,Lab,Project,Status,Files,Related series,Biosample accession,Biological replicate,Technical replicate,Linked antibody,Organism,Life stage,Biosample age,Biosample treatment,Biosample treatment ontology ID,Biosample treatment concentration,Biosample treatment concentration units,Biosample treatment duration,Biosample treatment duration units,Synchronization,Post-synchronization time,Post-synchronization time units,Replicates,Perturbed,Biosample type,Tissue/cell types
ENCSR265TEK,/experiments/ENCSR265TEK/,DNase-seq,DNase-seq,NA,NA,NCI-H226,NCI-H226,NA,"John Stamatoyannopoulos, UW",ENCODE,released,"/files/ENCFF941ABD/,/files/ENCFF828LWX/,/files/ENCFF515EHI/,/files/ENCFF881CKI/,/files/ENCFF477YSI/,/files/ENCFF679POH/,/files/ENCFF580HFA/,/files/ENCFF519YPM/,/files/ENCFF435GUD/,/files/ENCFF354FLD/,/files/ENCFF369BNU/,/files/ENCFF749HTL/,/files/ENCFF307ZDW/,/files/ENCFF872EWJ/,/files/ENCFF499KFR/,/files/ENCFF645SDO/,/files/ENCFF274TOM/,/files/ENCFF054OTC/,/files/ENCFF886RHJ/,/files/ENCFF937QDU/,/files/ENCFF098YVL/,/files/ENCFF581PQP/,/files/ENCFF476EDN/,/files/ENCFF622ASO/,/files/ENCFF425IEB/,/files/ENCFF364MAM/,/files/ENCFF771RVK/,/files/ENCFF312XRD/,/files/ENCFF638NMD/,/files/ENCFF304VST/,/files/ENCFF992IOD/,/files/ENCFF603BEE/,/files/ENCFF300DNB/,/files/ENCFF953NFP/,/files/ENCFF763CRJ/,/files/ENCFF138ZXM/,/files/ENCFF907HVL/,/files/ENCFF247GTH/,/files/ENCFF690IVB/,/files/ENCFF395PBV/,/files/ENCFF725BGG/,/files/ENCFF190EQZ/,/files/ENCFF674TSG/,/files/ENCFF027CMI/,/files/ENCFF614PPK/,/files/ENCFF468CCM/,/files/ENCFF194EZD/,/files/ENCFF044NZY/,/files/ENCFF641XED/,/files/ENCFF967ZHM/,/files/ENCFF634AUK/,/files/ENCFF545ZSR/,/files/ENCFF896LGO/,/files/ENCFF556DVK/,/files/ENCFF041JRP/,/files/ENCFF634JKR/,/files/ENCFF564MGY/,/files/ENCFF191ZUG/,/files/ENCFF046YMT/,/files/ENCFF041JIQ/,/files/ENCFF493WZA/,/files/ENCFF247OJG/,/files/ENCFF278MRW/,/files/ENCFF049PYD/,/files/ENCFF822TIH/,/files/ENCFF621RIP/,/files/ENCFF157FGU/,/files/ENCFF077ICW/,/files/ENCFF461HPL/,/files/ENCFF493JKO/",NA,"ENCBS328RVB,ENCBS986NWY",12,1,NA,Homo sapiens,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/replicates/5e5bbe03-ab9c-4b48-8b7e-385dd20c384f/,/replicates/894a6359-00f1-473d-a2f2-8b032626864e/",FALSE,cell line,Pleura
ENCSR268QCH,/experiments/ENCSR268QCH/,DNase-seq,DNase-seq,NA,NA,right renal cortex interstitium male embryo (105 days),right renal cortex interstitium,NA,"John Stamatoyannopoulos, UW",Roadmap,released,"/files/ENCFF709VKR/,/files/ENCFF329HJJ/,/files/ENCFF040UAE/,/files/ENCFF358QXA/,/files/ENCFF118XUL/,/files/ENCFF053IZV/,/files/ENCFF119JNA/,/files/ENCFF251NTZ/,/files/ENCFF185EHV/,/files/ENCFF485PEY/,/files/ENCFF934XHE/,/files/ENCFF838LOC/,/files/ENCFF705NSS/,/files/ENCFF882KUN/,/files/ENCFF948AVM/,/files/ENCFF455IUH/,/files/ENCFF863QQW/,/files/ENCFF839YXT/,/files/ENCFF754FCC/,/files/ENCFF654TFI/,/files/ENCFF898PPG/,/files/ENCFF765MIG/,/files/ENCFF142WAB/,/files/ENCFF036YBG/,/files/ENCFF034QHE/,/files/ENCFF400NIU/,/files/ENCFF408KGV/,/files/ENCFF857QBE/,/files/ENCFF067OWW/,/files/ENCFF200KPY/,/files/ENCFF973VII/,/files/ENCFF601TTC/,/files/ENCFF663PTZ/,/files/ENCFF995YNR/,/files/ENCFF351FEJ/,/files/ENCFF515FUG/,/files/ENCFF334ZAO/,/files/ENCFF138LHC/,/files/ENCFF184XIC/,/files/ENCFF568IPS/,/files/ENCFF711YPJ/,/files/ENCFF079ZSS/,/files/ENCFF760XWX/",NA,ENCBS818WCN,1,7,NA,Homo sapiens,embryonic,105 days,NA,NA,NA,NA,NA,NA,NA,NA,NA,/replicates/c988dc7d-cb1b-45f6-b468-21634ad4b331/,FALSE,tissue,Kidney
ENCSR269SIA,/experiments/ENCSR269SIA/,DNase-seq,DNase-seq,NA,NA,G401,G401,NA,"John Stamatoyannopoulos, UW",ENCODE,released,"/files/ENCFF002EQQ/,/files/ENCFF002EQT/,/files/ENCFF002EQS/,/files/ENCFF002EQR/,/files/ENCFF063SUY/,/files/ENCFF837YCQ/,/files/ENCFF126QMK/,/files/ENCFF819WML/,/files/ENCFF797BMN/,/files/ENCFF899EHN/,/files/ENCFF289GRX/,/files/ENCFF642ORS/,/files/ENCFF516ZEY/,/files/ENCFF822LKC/,/files/ENCFF342XZA/,/files/ENCFF905ZNP/,/files/ENCFF994RKH/,/files/ENCFF077YWQ/,/files/ENCFF998VNN/,/files/ENCFF313RPQ/,/files/ENCFF074QJE/,/files/ENCFF760MRU/,/files/ENCFF254EXH/,/files/ENCFF693EAW/,/files/ENCFF993KTQ/,/files/ENCFF041OHB/,/files/ENCFF509DWO/,/files/ENCFF191PUY/,/files/ENCFF518LBH/,/files/ENCFF496AZI/,/files/ENCFF532MKH/,/files/ENCFF242FCD/,/files/ENCFF405WBV/,/files/ENCFF550IUR/,/files/ENCFF006WLM/,/files/ENCFF759CXU/,/files/ENCFF315KCJ/,/files/ENCFF115GJC/,/files/ENCFF849LAT/,/files/ENCFF469RBO/,/files/ENCFF845CIU/,/files/ENCFF769QNR/,/files/ENCFF817XDS/,/files/ENCFF703XGD/,/files/ENCFF423PHD/,/files/ENCFF207AEZ/,/files/ENCFF331GCE/,/files/ENCFF048JQP/,/files/ENCFF230DTM/,/files/ENCFF957IHO/,/files/ENCFF300TXU/,/files/ENCFF444YKI/,/files/ENCFF048RPO/,/files/ENCFF783LUX/,/files/ENCFF741YHT/,/files/ENCFF075WDX/,/files/ENCFF141KAP/,/files/ENCFF772RJQ/,/files/ENCFF006KSE/,/files/ENCFF542FBL/,/files/ENCFF546QWY/,/files/ENCFF894DKG/,/files/ENCFF048LHO/,/files/ENCFF983TBY/,/files/ENCFF208EMF/,/files/ENCFF822GNN/,/files/ENCFF787WHM/,/files/ENCFF470DUJ/,/files/ENCFF970YXD/",NA,"ENCBS062JBT,ENCBS659PBH",12,12,NA,Homo sapiens,child,3 months,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/replicates/b4175433-90ed-44b9-9c49-a8ac3a5fc33b/,/replicates/c779fe1d-5bb9-4909-98d2-87c96d1222e5/,/replicates/678e033f-4430-4b33-b498-2443097f837c/",FALSE,cell line,Kidney
ENCSR270LZE,/experiments/ENCSR270LZE/,DNase-seq,DNase-seq,NA,NA,muscle of arm male embryo (113 days),muscle of arm,NA,"John Stamatoyannopoulos, UW",Roadmap,released,"/files/ENCFF468HPC/,/files/ENCFF732QZU/,/files/ENCFF028CVN/,/files/ENCFF533OXU/,/files/ENCFF551IPV/,/files/ENCFF323RNE/,/files/ENCFF434CHK/,/files/ENCFF523TKA/,/files/ENCFF168IUM/,/files/ENCFF555ZOI/,/files/ENCFF982MAP/,/files/ENCFF315OYT/,/files/ENCFF203AQX/,/files/ENCFF339JND/,/files/ENCFF549SPM/,/files/ENCFF293FCP/,/files/ENCFF459TOT/,/files/ENCFF252EYZ/,/files/ENCFF671ZJC/,/files/ENCFF592MWT/,/files/ENCFF611KWJ/,/files/ENCFF606OJU/,/files/ENCFF193DIM/,/files/ENCFF225PEQ/,/files/ENCFF678AQF/,/files/ENCFF328PTA/,/files/ENCFF016XGY/,/files/ENCFF973DLR/,/files/ENCFF702GYR/,/files/ENCFF929NGG/,/files/ENCFF789PQN/,/files/ENCFF871LXS/,/files/ENCFF828JRB/,/files/ENCFF602GWH/,/files/ENCFF242EIU/,/files/ENCFF228YYG/,/files/ENCFF032KCG/,/files/ENCFF740QOO/,/files/ENCFF871AUD/,/files/ENCFF495XMA/,/files/ENCFF750KXP/,/files/ENCFF570MUI/,/files/ENCFF935QGB/",NA,ENCBS604DHW,1,7,NA,Homo sapiens,embryonic,113 days,NA,NA,NA,NA,NA,NA,NA,NA,NA,/replicates/5fcd77dc-b7f8-4a5b-8d2d-2b75be16d5bf/,FALSE,tissue,Muscle
ENCSR271QSV,/experiments/ENCSR271QSV/,DNase-seq,DNase-seq,NA,NA,"common myeloid progenitor, CD34-positive male adult","common myeloid progenitor, CD34-positive",NA,"John Stamatoyannopoulos, UW",Roadmap,released,"/files/ENCFF615TSN/,/files/ENCFF360OHU/,/files/ENCFF333XKC/,/files/ENCFF160FVF/,/files/ENCFF420LPD/,/files/ENCFF618FJN/,/files/ENCFF008DEL/,/files/ENCFF171LSI/,/files/ENCFF695CYN/,/files/ENCFF765AZJ/,/files/ENCFF129TBF/,/files/ENCFF750WDX/,/files/ENCFF514PUG/,/files/ENCFF667ZMM/,/files/ENCFF711FTL/,/files/ENCFF432SOF/,/files/ENCFF616JVV/,/files/ENCFF444OTE/,/files/ENCFF940PBS/,/files/ENCFF449BFO/,/files/ENCFF903LJG/,/files/ENCFF918ICP/,/files/ENCFF387ZXJ/,/files/ENCFF745ZIO/,/files/ENCFF574KUF/,/files/ENCFF324JZB/,/files/ENCFF559VIU/,/files/ENCFF535QUK/,/files/ENCFF565MJZ/,/files/ENCFF356UGP/,/files/ENCFF037GIM/,/files/ENCFF829RXL/,/files/ENCFF182JTX/,/files/ENCFF832ITE/,/files/ENCFF971VBF/,/files/ENCFF946GRS/,/files/ENCFF159ICR/,/files/ENCFF841RJL/,/files/ENCFF037MBH/,/files/ENCFF396MDZ/,/files/ENCFF371JEB/,/files/ENCFF843PEZ/,/files/ENCFF992LZL/,/files/ENCFF408CBX/,/files/ENCFF240PVX/,/files/ENCFF999NIZ/,/files/ENCFF738QWP/,/files/ENCFF103IIE/,/files/ENCFF910ZBL/,/files/ENCFF491YQL/,/files/ENCFF047IQA/,/files/ENCFF926MLD/,/files/ENCFF873VMJ/,/files/ENCFF298JZH/",NA,ENCBS321FUP,1,13,NA,Homo sapiens,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/replicates/6c24e27c-9a16-4836-981f-11bb050b4dfa/,/replicates/f714e863-61f4-45a0-896d-af45bfff372c/",FALSE,primary cell,Myeloid progenitor
ENCSR272RQX,/experiments/ENCSR272RQX/,DNase-seq,DNase-seq,NA,NA,muscle of leg female embryo (113 days),muscle of leg,NA,"John Stamatoyannopoulos, UW",Roadmap,released,"/files/ENCFF927UVP/,/files/ENCFF695KVH/,/files/ENCFF972CZI/,/files/ENCFF011UBS/,/files/ENCFF206CQG/,/files/ENCFF130MTM/,/files/ENCFF834CYB/,/files/ENCFF674ZTX/,/files/ENCFF112BTN/,/files/ENCFF853ANI/,/files/ENCFF497LSP/,/files/ENCFF381YIO/,/files/ENCFF582OEH/,/files/ENCFF595MJV/,/files/ENCFF293XWS/,/files/ENCFF512ZUO/,/files/ENCFF267CFJ/,/files/ENCFF317OCP/,/files/ENCFF726MBT/,/files/ENCFF026EVC/,/files/ENCFF826NPN/,/files/ENCFF093IGM/,/files/ENCFF602BVE/,/files/ENCFF185RCV/,/files/ENCFF809SXS/,/files/ENCFF875JIJ/,/files/ENCFF186QCA/,/files/ENCFF777ADP/,/files/ENCFF716VIS/,/files/ENCFF043YRC/,/files/ENCFF091BAW/,/files/ENCFF356VPS/,/files/ENCFF631RWX/,/files/ENCFF461GLR/,/files/ENCFF032YRW/,/files/ENCFF539OLJ/,/files/ENCFF967XXG/,/files/ENCFF194RYR/,/files/ENCFF867PRM/,/files/ENCFF510BVG/,/files/ENCFF148QOP/,/files/ENCFF365YVU/",/reference-epigenomes/ENCSR820MXK/,ENCBS697VMI,1,6,NA,Homo sapiens,embryonic,113 days,NA,NA,NA,NA,NA,NA,NA,NA,NA,/replicates/5ab14c72-d227-4382-858a-afe710a8eed9/,FALSE,tissue,Muscle
ENCSR274SDO,/experiments/ENCSR274SDO/,DNase-seq,DNase-seq,NA,NA,right arm bone male embryo (81 days),right arm bone,NA,"John Stamatoyannopoulos, UW",ENCODE,released,"/files/ENCFF703BOM/,/files/ENCFF076HKU/,/files/ENCFF631BFP/,/files/ENCFF097UOL/,/files/ENCFF583FGU/,/files/ENCFF556STA/,/files/ENCFF148GHO/,/files/ENCFF463KFI/,/files/ENCFF588ITQ/,/files/ENCFF880AIP/,/files/ENCFF766XLL/,/files/ENCFF203VAT/,/files/ENCFF544CRT/,/files/ENCFF123TKB/,/files/ENCFF802QGB/,/files/ENCFF756QVZ/,/files/ENCFF683DNG/,/files/ENCFF430CNF/,/files/ENCFF011XSC/,/files/ENCFF650SIB/,/files/ENCFF709ZLD/,/files/ENCFF885MKW/,/files/ENCFF596VXA/,/files/ENCFF580WAJ/,/files/ENCFF395GFE/,/files/ENCFF832JUP/,/files/ENCFF141TWX/,/files/ENCFF190HPM/,/files/ENCFF864UCP/,/files/ENCFF105DOA/",NA,ENCBS582SLC,1,1,NA,Homo sapiens,embryonic,81 days,NA,NA,NA,NA,NA,NA,NA,NA,NA,/replicates/fff25f8a-6d6a-45be-873a-ae407b9d31d7/,FALSE,tissue,Bone
ENCSR275ICP,/experiments/ENCSR275ICP/,DNase-seq,DNase-seq,NA,NA,H9,H9,NA,"John Stamatoyannopoulos, UW",ENCODE,released,"/files/ENCFF899HDZ/,/files/ENCFF779CIW/,/files/ENCFF821DWN/,/files/ENCFF306CKD/,/files/ENCFF412AMQ/,/files/ENCFF477HUP/,/files/ENCFF095GDL/,/files/ENCFF097GAT/,/files/ENCFF013VCE/,/files/ENCFF327JLR/,/files/ENCFF204ZMP/,/files/ENCFF941JPX/,/files/ENCFF430RFL/,/files/ENCFF839KXF/,/files/ENCFF669ING/,/files/ENCFF154DMJ/,/files/ENCFF428VOH/,/files/ENCFF569IRW/,/files/ENCFF439JIA/,/files/ENCFF291MFN/,/files/ENCFF440ZDB/,/files/ENCFF258GAN/,/files/ENCFF265OYU/,/files/ENCFF334GMP/,/files/ENCFF169EQP/,/files/ENCFF211GGM/,/files/ENCFF006TUW/,/files/ENCFF268TPA/,/files/ENCFF081GAI/,/files/ENCFF831NLO/,/files/ENCFF894XXQ/,/files/ENCFF722UOZ/,/files/ENCFF583SDG/,/files/ENCFF688ZTR/,/files/ENCFF649YWV/,/files/ENCFF323YYD/",/reference-epigenomes/ENCSR323FKB/,"ENCBS113LZP,ENCBS485PGF",21,1,NA,Homo sapiens,embryonic,5 days,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/replicates/619c22a1-615c-4da1-89f5-5ecb2389199a/,/replicates/b0f5e7e7-6d63-4bea-b699-4bef491e66ca/",FALSE,cell line,Germ
ENCSR277KRY,/experiments/ENCSR277KRY/,DNase-seq,DNase-seq,NA,NA,adrenal gland male adult (37 years),adrenal gland,NA,"John Stamatoyannopoulos, UW",ENCODE,released,"/files/ENCFF623GDQ/,/files/ENCFF860YFN/,/files/ENCFF020IWN/,/files/ENCFF619TSF/,/files/ENCFF910KCW/,/files/ENCFF429WIJ/,/files/ENCFF632QUC/,/files/ENCFF721VGC/,/files/ENCFF394BDA/,/files/ENCFF210KWA/,/files/ENCFF721ZHK/,/files/ENCFF305WYT/",/reference-epigenomes/ENCSR209IBA/,ENCBS371OZD,1,1,NA,Homo sapiens,adult,37 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,/replicates/d9292b66-165c-4c6f-8a9f-8cd7d9aedf39/,FALSE,tissue,Adrenal Gland
ENCSR278FHC,/experiments/ENCSR278FHC/,DNase-seq,DNase-seq,NA,NA,testis male embryo,testis,NA,"John Stamatoyannopoulos, UW",Roadmap,released,"/files/ENCFF615ZXN/,/files/ENCFF685HHZ/,/files/ENCFF018TWY/,/files/ENCFF746SEI/,/files/ENCFF200DFC/,/files/ENCFF910AEQ/,/files/ENCFF841TKB/,/files/ENCFF012QTD/,/files/ENCFF594NBN/,/files/ENCFF616QFP/,/files/ENCFF109QYQ/,/files/ENCFF025KGA/,/files/ENCFF170BEZ/,/files/ENCFF240PDG/,/files/ENCFF633AUH/,/files/ENCFF136HCX/,/files/ENCFF664ZSM/,/files/ENCFF075JMM/,/files/ENCFF518XTM/,/files/ENCFF502RSX/,/files/ENCFF350KAV/,/files/ENCFF039TOC/,/files/ENCFF113KEG/,/files/ENCFF533LFD/,/files/ENCFF073DVX/,/files/ENCFF639ZOF/,/files/ENCFF419JQN/,/files/ENCFF446CFP/,/files/ENCFF430HKU/,/files/ENCFF027JXG/,/files/ENCFF463NFS/,/files/ENCFF526MEX/,/files/ENCFF455TFF/,/files/ENCFF262HCT/,/files/ENCFF510VFD/,/files/ENCFF319EVS/,/files/ENCFF279RBV/,/files/ENCFF335MSP/",NA,ENCBS796DWQ,1,2,NA,Homo sapiens,embryonic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/replicates/e9cb9889-a026-41da-adb2-03f0ae8127ee/,FALSE,tissue,Gonad
ENCSR278FVO,/experiments/ENCSR278FVO/,DNase-seq,DNase-seq,NA,NA,neuronal stem cell originated from H1,neuronal stem cell,NA,"John Stamatoyannopoulos, UW",Roadmap,released,"/files/ENCFF309ZYP/,/files/ENCFF630KRT/,/files/ENCFF315NGA/,/files/ENCFF725DWP/,/files/ENCFF911WQG/,/files/ENCFF187JOE/,/files/ENCFF205ZUJ/,/files/ENCFF687UQV/,/files/ENCFF205HQR/,/files/ENCFF581RIK/,/files/ENCFF803ADL/,/files/ENCFF826GXP/,/files/ENCFF298GVQ/,/files/ENCFF902DVM/,/files/ENCFF519CZQ/,/files/ENCFF969KVS/,/files/ENCFF547PHP/,/files/ENCFF942ADO/,/files/ENCFF084HAF/,/files/ENCFF098KRD/,/files/ENCFF827HIG/,/files/ENCFF841TVV/,/files/ENCFF542BGQ/,/files/ENCFF490LFY/,/files/ENCFF242ESV/,/files/ENCFF238IYX/,/files/ENCFF399ELZ/,/files/ENCFF473NCI/,/files/ENCFF256KNP/,/files/ENCFF576DZG/,/files/ENCFF487CKF/,/files/ENCFF547HJQ/,/files/ENCFF410SCO/,/files/ENCFF611BRA/,/files/ENCFF461PZF/,/files/ENCFF902ZPM/,/files/ENCFF470PPI/,/files/ENCFF271KSL/,/files/ENCFF791YTY/,/files/ENCFF487PGH/,/files/ENCFF772SDH/,/files/ENCFF979REO/,/files/ENCFF788KTG/,/files/ENCFF915OUI/,/files/ENCFF650PUN/,/files/ENCFF456KNS/,/files/ENCFF847XNL/,/files/ENCFF372SLF/,/files/ENCFF084RVE/,/files/ENCFF723JMO/,/files/ENCFF127VUI/,/files/ENCFF541CGC/,/files/ENCFF487QRD/,/files/ENCFF991GGR/,/files/ENCFF495MWO/,/files/ENCFF762WCI/,/files/ENCFF486NQR/,/files/ENCFF650HDS/,/files/ENCFF798FAX/",/reference-epigenomes/ENCSR539JGB/,ENCBS805ZNK,1,54,NA,Homo sapiens,embryonic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/replicates/491eaf4e-1a51-42ad-be66-687b97e397bb/,/replicates/e709936f-12b0-41dd-aed5-1e5486d2cabb/",FALSE,in vitro differentiated cells,"NA"
ENCSR278SKG,/experiments/ENCSR278SKG/,DNase-seq,DNase-seq,NA,NA,right atrium auricular region female adult (51 years),right atrium auricular region,NA,"John Stamatoyannopoulos, UW",ENCODE,released,"/files/ENCFF882DJV/,/files/ENCFF310IFL/,/files/ENCFF149IGI/,/files/ENCFF656RCG/,/files/ENCFF624TDG/,/files/ENCFF031ZKU/,/files/ENCFF205UMC/,/files/ENCFF918YIN/,/files/ENCFF092LJA/,/files/ENCFF792BCT/,/files/ENCFF544GTL/,/files/ENCFF228WQY/,/files/ENCFF079GRE/,/files/ENCFF053VZG/,/files/ENCFF928MMI/,/files/ENCFF532LEH/,/files/ENCFF312ZWZ/,/files/ENCFF295IFW/,/files/ENCFF981OLI/,/files/ENCFF225SUP/,/files/ENCFF918GTI/,/files/ENCFF939WIN/,/files/ENCFF513LVE/,/files/ENCFF829XCI/,/files/ENCFF948WXC/,/files/ENCFF866PHQ/,/files/ENCFF649NJE/,/files/ENCFF515MJF/",/reference-epigenomes/ENCSR525XSO/,ENCBS251FWW,1,1,NA,Homo sapiens,adult,51 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,/replicates/44025f23-8aed-4ee8-9593-3184c7b62917/,FALSE,tissue,Heart
ENCSR281HBB,/experiments/ENCSR281HBB/,DNase-seq,DNase-seq,NA,NA,"common myeloid progenitor, CD34-positive male adult (49 years)","common myeloid progenitor, CD34-positive",NA,"John Stamatoyannopoulos, UW",Roadmap,released,"/files/ENCFF087ZYX/,/files/ENCFF209HRD/,/files/ENCFF111XGH/,/files/ENCFF027OUM/,/files/ENCFF340UVO/,/files/ENCFF322YJT/,/files/ENCFF147ELD/,/files/ENCFF110CYC/,/files/ENCFF426VLI/,/files/ENCFF474IWZ/,/files/ENCFF115DGW/,/files/ENCFF334CUI/,/files/ENCFF833YVU/,/files/ENCFF048NSF/,/files/ENCFF946VGJ/,/files/ENCFF082BQJ/,/files/ENCFF689CAQ/,/files/ENCFF457SNT/,/files/ENCFF265ZUN/,/files/ENCFF656JBO/,/files/ENCFF809QRU/,/files/ENCFF051MDT/,/files/ENCFF617MXO/,/files/ENCFF647GTL/,/files/ENCFF361LHY/,/files/ENCFF672QYE/,/files/ENCFF819IOM/,/files/ENCFF866PXK/,/files/ENCFF733HEF/,/files/ENCFF933SRB/,/files/ENCFF503MEY/,/files/ENCFF301QHE/,/files/ENCFF549MOI/,/files/ENCFF833BJY/,/files/ENCFF232SQV/,/files/ENCFF314KLM/,/files/ENCFF317YGP/,/files/ENCFF621RLH/,/files/ENCFF029EDX/",NA,ENCBS320LLR,1,3,NA,Homo sapiens,adult,49 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,/replicates/50d094b2-688c-4895-88d5-c53f3e8806ba/,FALSE,primary cell,Myeloid progenitor
ENCSR282QFE,/experiments/ENCSR282QFE/,DNase-seq,DNase-seq,NA,NA,stomach female embryo (121 days),stomach,NA,"John Stamatoyannopoulos, UW",Roadmap,released,"/files/ENCFF092FEK/,/files/ENCFF204FSV/,/files/ENCFF278ROU/,/files/ENCFF775FUV/,/files/ENCFF869GRT/,/files/ENCFF865OMN/,/files/ENCFF984WVS/,/files/ENCFF447UPF/,/files/ENCFF241GVI/,/files/ENCFF778OEC/,/files/ENCFF182SHW/,/files/ENCFF650MCI/,/files/ENCFF886KIY/,/files/ENCFF392PUD/,/files/ENCFF805OCQ/,/files/ENCFF319SLX/,/files/ENCFF400DTN/,/files/ENCFF850TOC/,/files/ENCFF187NZJ/,/files/ENCFF528CMR/,/files/ENCFF978YBT/,/files/ENCFF038TGY/,/files/ENCFF392BAZ/,/files/ENCFF799KPM/,/files/ENCFF682OQR/,/files/ENCFF866HTD/,/files/ENCFF726HSG/,/files/ENCFF514GTX/,/files/ENCFF688EZK/,/files/ENCFF123OIJ/,/files/ENCFF362WET/,/files/ENCFF964VDA/,/files/ENCFF590HJZ/,/files/ENCFF248JJB/,/files/ENCFF792JOV/,/files/ENCFF257CMT/,/files/ENCFF124RMU/,/files/ENCFF849IJR/,/files/ENCFF894WGE/,/files/ENCFF913QOT/,/files/ENCFF154SRI/",/reference-epigenomes/ENCSR400ILZ/,ENCBS493GWO,1,4,NA,Homo sapiens,embryonic,121 days,NA,NA,NA,NA,NA,NA,NA,NA,NA,/replicates/4abf2388-8ed5-4657-93ab-1a7b2a136e68/,FALSE,tissue,Stomach
ENCSR286WIA,/experiments/ENCSR286WIA/,DNase-seq,DNase-seq,NA,NA,muscle of leg female embryo (105 days),muscle of leg,NA,"John Stamatoyannopoulos, UW",Roadmap,released,"/files/ENCFF540SXG/,/files/ENCFF513ERL/,/files/ENCFF067VHZ/,/files/ENCFF234UBN/,/files/ENCFF450GVM/,/files/ENCFF154QUM/,/files/ENCFF451MEW/,/files/ENCFF319CPJ/,/files/ENCFF019OGI/,/files/ENCFF696IQH/,/files/ENCFF729ISP/,/files/ENCFF249EZK/,/files/ENCFF022RGF/,/files/ENCFF482CMJ/,/files/ENCFF913DQY/,/files/ENCFF411XAX/,/files/ENCFF381AXS/,/files/ENCFF455PCU/,/files/ENCFF944HYF/,/files/ENCFF907IIM/,/files/ENCFF722PLX/,/files/ENCFF979VHP/,/files/ENCFF021DMD/,/files/ENCFF953CSH/,/files/ENCFF992HOZ/,/files/ENCFF502QQC/,/files/ENCFF394VTF/,/files/ENCFF698RYJ/,/files/ENCFF816YFG/,/files/ENCFF092QNX/,/files/ENCFF665HFM/,/files/ENCFF156XGI/,/files/ENCFF811VWR/,/files/ENCFF529KHH/,/files/ENCFF722BUK/,/files/ENCFF856TZC/,/files/ENCFF397BSK/,/files/ENCFF323GJM/",NA,ENCBS931RAE,1,2,NA,Homo sapiens,embryonic,105 days,NA,NA,NA,NA,NA,NA,NA,NA,NA,/replicates/47e7eb64-7dda-450c-b1ed-39f18946ab0a/,FALSE,tissue,Muscle
ENCSR294QCR,/experiments/ENCSR294QCR/,DNase-seq,DNase-seq,NA,NA,muscle of leg male embryo (97 days),muscle of leg,NA,"John Stamatoyannopoulos, UW",Roadmap,released,"/files/ENCFF452ZWR/,/files/ENCFF680ORQ/,/files/ENCFF874GGX/,/files/ENCFF322HQR/,/files/ENCFF112CHF/,/files/ENCFF437CDD/,/files/ENCFF176VYP/,/files/ENCFF542RWT/,/files/ENCFF779RZP/,/files/ENCFF315BCC/,/files/ENCFF826LGB/,/files/ENCFF361UWR/,/files/ENCFF272WWY/,/files/ENCFF808QSC/,/files/ENCFF742WIO/,/files/ENCFF116ILH/,/files/ENCFF274DCP/,/files/ENCFF380QCZ/,/files/ENCFF178BFD/,/files/ENCFF684MAZ/,/files/ENCFF998NAQ/,/files/ENCFF533EWT/,/files/ENCFF039GTL/,/files/ENCFF846VYL/,/files/ENCFF332HJI/,/files/ENCFF642OYJ/,/files/ENCFF067JSQ/,/files/ENCFF364DZN/,/files/ENCFF674WBH/,/files/ENCFF358KDH/,/files/ENCFF415CEW/,/files/ENCFF713JFP/,/files/ENCFF059QUF/,/files/ENCFF513ZQR/,/files/ENCFF216WEZ/,/files/ENCFF717TOH/,/files/ENCFF212ZZA/,/files/ENCFF168UIB/,/files/ENCFF610YMX/,/files/ENCFF764JZO/,/files/ENCFF451HEP/",/reference-epigenomes/ENCSR820MXK/,ENCBS143XQJ,1,4,NA,Homo sapiens,embryonic,97 days,NA,NA,NA,NA,NA,NA,NA,NA,NA,/replicates/5a52572f-b8ea-4da9-8f75-dcf4c721a973/,FALSE,tissue,Muscle
