hid	gene_spearman	human_gene_symbols	mouse_gene_symbols	gene_spearman_pval_adj	high_gene_spearman	gene_hk_pct	gene_hk_pval_adj	high_gene_housekeeping	human_gene_mean_anchors	mouse_gene_mean_anchors	human_gene_var_std_anchors	mouse_gene_var_std_anchors
1300	0.35790675814902656	BMP6	Bmp6	0.15016108698697297	FALSE	0.010752688172043012	0.728756	FALSE	6.146041158166056	8.00929890808298	1.3578905079617372	2.1444080307705504
1302	0.3062865547532912	TEC	Tec	0.18860600525174107	FALSE	0.0017985611510791368	0.728756	FALSE	5.4927206324828335	17.017916805757192	0.3692878406112479	1.12264409454694
1303	0.4215586956113335	POLR3D	Polr3d	0.10593299644394535	FALSE	0.016129032258064516	0.728756	FALSE	30.605035918032353	30.380361958054753	0.3414906785010566	1.3363526379685797
1307	0.39400605996398474	BRS3	Brs3	0.12440505498112589	FALSE	0	0.728756	FALSE	0.07055659948039547	0.05674907289163547	0.45871772688750034	0.4629222641859059
1308	0.2945554574448627	BSG	Bsg	0.1965223097112861	FALSE	0.9910071942446043	0.009386	TRUE	587.3402919731974	1084.9556340007096	0.9311507098237142	0.6473120924252552
1309	0.6239918678278329	BTC	Btc	0.020022246941045607	TRUE	0	0.728756	FALSE	3.4450361142262995	2.531517223229865	1.0147640054228146	0.27610631583510653
1312	0.11413149437960665	BTN1A1	Btn1a1	0.4341308734505621	FALSE	0	0.728756	FALSE	0.15451791547574725	0.9085629098157556	0.1501033924406628	0.5541236304665359
1318	0.4798725624695305	CALB2	Calb2	0.08030949839914621	TRUE	0.03597122302158273	0.6784540561122245	FALSE	15.846733053297074	24.310496128363347	6.532538447208995	6.241959855889051
1320	0.29940509651403213	CALCR	Calcr	0.19350518915299633	FALSE	0	0.728756	FALSE	0.8119968293568709	0.9641361663406034	0.5349158109408934	0.43656330791985426
1323	0.49607226230519397	CAMLG	Caml	0.07569485511531639	TRUE	0.1960431654676259	0.3730592580748321	FALSE	48.56062795618201	55.861117893009045	0.4472276185371163	0.30780230333359565
1324	0.2247896381184631	CANX	Canx	0.27217991854081813	FALSE	0.9139784946236559	0.04261138364779874	TRUE	442.563918920706	387.6820479854287	0.9772142603250327	0.737028525112557
1326	0.33720415254014574	CAPN2	Capn2	0.16555183946488294	FALSE	0.5698924731182796	0.17048386914378028	FALSE	148.25619774752963	80.31395585774904	1.1707817096195174	0.6487486760963951
1327	0.20306436236923708	CAPNS1	Capns1	0.30247433092072046	FALSE	0.9354838709677419	0.0347625652173913	TRUE	491.19431704772376	357.5625054057891	0.3330856571873666	1.1578158695771725
1330	0.6997984410194698	CAV1	Cav1	0.006451612903225806	TRUE	0.3655913978494624	0.25390536304456685	FALSE	212.78898735282775	276.61269209942157	4.784954998602649	5.436221521719821
1331	0.7106367952641117	RUNX1	Runx1	0.006451612903225806	TRUE	0.1223021582733813	0.4663090674318508	FALSE	28.490713083154347	40.8469761572013	3.1924218640400612	4.384922081174394
1334	0.5563207841993083	CCND1	Ccnd1	0.048332527791203485	TRUE	0.3870967741935484	0.24287081279496592	FALSE	126.58513274372011	71.68840684652086	3.209193831288612	1.0719041620644192
1335	0.5561871914974026	CCNF	Ccnf	0.048332527791203485	TRUE	0.030575539568345324	0.7000906056426333	FALSE	14.769676725017192	45.931747137863645	0.862151362387919	1.1020031510792936
1336	0.4775952402195534	CCT6A	Cct6a	0.08061974789915967	TRUE	0.8333333333333334	0.06836322580645161	TRUE	203.94910006665663	284.03314043727903	0.4924591656185478	0.7098006897357976
1337	0.19162987088726316	CD1D	Cd1d1	0.3154913389705279	FALSE	0.008992805755395683	0.728756	FALSE	8.840607085269191	59.67044449979718	2.327343024335932	3.0360833419100204
1338	0.49432339657235536	CD2	Cd2	0.0767883211678832	TRUE	0.030575539568345324	0.7000906056426333	FALSE	17.323156961024658	27.75731136330149	8.173063474220589	10.27923075119313
1341	0.2560168195409332	CD19	Cd19	0.23419429452582882	FALSE	0.039568345323741004	0.6590493525586655	FALSE	17.073188139698434	23.74789121774261	8.845501623195535	9.26849059013729
1343	0.5434217060567436	CD34	Cd34	0.051541850220264314	TRUE	0.25	0.32585213563132265	FALSE	48.59924868379748	86.50888181738567	3.6073112577826736	2.638370229924436
1345	0.03178971784561797	CD38	Cd38	0.5812462829577744	FALSE	0.02158273381294964	0.7214771682960893	FALSE	12.601677298268141	18.527839074420825	3.680328892086727	1.3638315755553312
1346	0.2386319400722501	CD47	Cd47	0.25393917185782333	FALSE	0.5971223021582733	0.1580223096885813	FALSE	107.55229331278747	166.03736361638158	1.217551067847017	1.7426071781471437
1347	0.5930285186899912	CD48	Cd48	0.033503277494537506	TRUE	0.08812949640287769	0.5267567493392966	FALSE	80.09848991055377	37.465876964538346	10.672485178155315	5.086641309379936
1350	0.34610079792882725	CD72	Cd72	0.15965825657455612	FALSE	0.02158273381294964	0.7214771682960893	FALSE	12.71547076491679	31.77547743681116	5.801916413464374	8.341011325091216
1352	0.29256356720151544	CDA	Cda	0.198914223669924	FALSE	0.04838709677419355	0.6244438244904309	FALSE	11.165296477382212	32.85239367659464	2.0662184194018605	8.074569543836331
1355	0.48311110287680203	CDC25A	Cdc25a	0.08018483283500952	TRUE	0.02697841726618705	0.7000906056426333	FALSE	13.036464275716705	24.57428951070222	0.8637527567535259	0.4535710054925726
1356	0.530300251672035	CDC25C	Cdc25c	0.05925925925925926	TRUE	0.007194244604316547	0.728756	FALSE	9.21312981741549	18.517284225581307	0.5779766715271254	0.6378096337569414
1359	0.6276016527309822	CDH5	Cdh5	0.01871345029239766	TRUE	0.11827956989247312	0.4663090674318508	FALSE	38.01705632511932	39.351057183016344	3.9630053565841523	3.667845094138859
1361	0.6562105622305956	CDH11	Cdh11	0.01092896174863388	TRUE	0.3118279569892473	0.28453896811337465	FALSE	102.55907232922266	59.67760591789957	4.529217580005305	2.392002495825504
1363	0.26126149140783345	CDK7	Cdk7	0.22946147798742136	FALSE	0.005376344086021506	0.728756	FALSE	44.04252710250196	15.960602255294067	1.1247266864737497	0.21324988852144752
1365	0.6611903802908335	CDO1	Cdo1	0.007766990291262136	TRUE	0.12769784172661872	0.4566666583541147	FALSE	44.965353959858845	175.7432363400793	5.2514840485119105	8.177108749552337
1366	0.4086636871064698	CDX1	Cdx1	0.11332042935069507	FALSE	0.04838709677419355	0.6244438244904309	FALSE	24.383719396752294	19.97338811210162	12.72655887144205	9.46949123085015
1367	0.21269984096399405	CEBPE	Cebpe	0.2878787878787879	FALSE	0	0.728756	FALSE	0.3930543785020489	6.934782080144093	0.2936591330950417	1.6257138012192358
1368	0.26564135709189673	CEBPG	Cebpg	0.22546868767451136	FALSE	0.06451612903225806	0.5751437676304655	FALSE	33.53607400854566	35.66010950004912	0.8242005069286824	0.2756572939742762
1369	0.5624630520703763	CENPA	Cenpa	0.045168067226890755	TRUE	0.04136690647482014	0.6590493525586655	FALSE	15.792607483152437	159.01525121183764	1.0735660004795855	0.9861379534944155
1370	0.2511120803719987	CENPB	Cenpb	0.24152019002375297	FALSE	0.23118279569892472	0.33999493087557603	FALSE	61.07964399605119	49.767357499380694	0.8122585235718474	1.1925393871163283
1371	0.3118034643304436	CENPC	Cenpc1	0.18438480306727084	FALSE	0.026881720430107527	0.7000906056426333	FALSE	26.75379619669176	24.96293693422378	0.9860722998008772	0.49292232930264246
1373	0.2252889334571856	CTSC	Ctsc	0.271446295639844	FALSE	0.3817204301075269	0.24663816103896102	FALSE	156.91931854002644	92.36721286969035	1.406037213353894	1.9328416608920778
1375	0.6476227667637591	CHGB	Chgb	0.01591187270501836	TRUE	0.05755395683453238	0.6051715720524017	FALSE	40.059004838565	55.63203123152844	9.512439791272817	8.499415833391092
1382	0.5955761997745705	CLU	Clu	0.033503277494537506	TRUE	0.5967741935483871	0.1580223096885813	FALSE	1814.8120640761217	475.6413980751237	7.576544320183873	8.3120884084962
1383	0.3098218840947732	CLPS	Clps	0.18495841035120147	FALSE	0.01618705035971223	0.728756	FALSE	371.87082529685887	3037.3380184174225	14.823440475051008	8.446328985632068
1384	0.2203859098090063	CLTA	Clta	0.2772719313605323	FALSE	0.9622302158273381	0.023402203389830508	TRUE	223.89655877456187	323.5824297535372	0.32179785150252116	0.3026487102727251
1387	0.35770361361912434	CCR7	Ccr7	0.15046846594881835	FALSE	0.05913978494623656	0.5891000169262017	FALSE	21.510866036028986	17.96230059347893	10.124068184370909	6.105602871567127
1389	0.4205298795206779	CNR2	Cnr2	0.10603801714498695	FALSE	0.0017985611510791368	0.728756	FALSE	2.2818946747443434	6.117986154581548	1.1771873789986922	0.7373673921272768
1390	0.6941153732428431	COL4A2	Col4a2	0.006451612903225806	TRUE	0.34408602150537637	0.26650068552253114	FALSE	225.79669070783473	71.95759380269843	1.9473484286888854	1.5248164948918088
1391	0.6949974938327697	COL6A1	Col6a1	0.006451612903225806	TRUE	0.3172043010752688	0.28167525560538115	FALSE	320.2151594921264	136.03628345763602	5.045394373348655	3.4165556896371787
1392	0.638016898461369	COL6A2	Col6a2	0.01591187270501836	TRUE	0.2849462365591398	0.2996933333333333	FALSE	328.27808624678465	107.1497999526283	4.224460102446674	3.6452339327860415
1393	0.5613542238887969	COL9A1	Col9a1	0.04641567818463126	TRUE	0.00539568345323741	0.728756	FALSE	7.0154029325875715	15.45640334585656	0.7167407094290543	5.246059519118537
1396	0.4900500093001905	COL15A1	Col15a1	0.07771135781383433	TRUE	0.08064516129032258	0.5391944165844028	FALSE	35.441468441104725	30.25962480932696	3.400221620101675	4.308974109162332
1397	0.6852062164868111	COL16A1	Col16a1	0.006451612903225806	TRUE	0.13440860215053763	0.4413045550141062	FALSE	56.857347528563345	36.35392102233925	2.5571601453056796	1.7987688507077724
1399	0.49849836200206515	SLC31A1	Slc31a1	0.07483601669648181	TRUE	0.048561151079136694	0.6244438244904309	FALSE	24.7635375474845	52.44669882813362	0.6050775590324446	0.70859346015802
1406	0.3461909477097054	COX7B	Cox7b	0.15965825657455612	FALSE	0.6726618705035972	0.1294130303030303	FALSE	189.60041846336176	667.7388046850416	2.703253014254439	2.037416934015003
1412	0.43429740284553264	CAD	Cad	0.10002016535591852	FALSE	0.1827956989247312	0.3847025	FALSE	44.02484292765227	62.32272484219344	1.4526232189892252	3.8556952549997283
1413	0.5641435070526808	CPT1A	Cpt1a	0.04378003203416978	TRUE	0.14028776978417265	0.4335226779661017	FALSE	40.25288876122875	49.01609150135894	1.6336239207500434	0.9224154940958665
1415	0.6552837147907585	CRABP2	Crabp2	0.01092896174863388	TRUE	0.20967741935483872	0.35871823138297876	FALSE	83.06642621776591	49.80450470401942	8.99522919583468	7.726909074367018
1418	-0.04518058077618289	CRHBP	Crhbp	0.7234622701331643	FALSE	0	0.728756	FALSE	18.99757424102447	1.361417129856085	7.92828400784235	0.7304321690046288
1420	0.4670484518827244	HAPLN1	Hapln1	0.08474993840847499	TRUE	0.021505376344086023	0.7214771682960893	FALSE	9.8634303592259	7.871312428146286	3.3145706529936363	1.226224364309128
1422	-0.2028398576314911	CRYBA4	Cryba4	0.9260921044431981	FALSE	0.0017985611510791368	0.728756	FALSE	6.04404808628187	7.822722792268138	1.0348534934826565	5.339235957797067
1423	0.29512415519746493	CRYBB1	Crybb1	0.19603331141792682	FALSE	0.0017985611510791368	0.728756	FALSE	3.781153040619462	2.0849537206907396	1.03777629404164	0.20555694173383554
1424	0.2709334397862381	CRYM	Crym	0.21996753246753248	FALSE	0.03237410071942446	0.6784540561122245	FALSE	13.066361528775156	13.058005728831581	2.554325781190491	1.4461512335141773
1426	0.08509728775778738	CSN2	Csn2	0.48391123439667133	FALSE	0	0.728756	FALSE	0.17659754087322052	1.1965969747883929	1.5037009200262372	1.82362352141319
1432	0.33645741537323937	CTH	Cth	0.16576715497301464	FALSE	0.01618705035971223	0.728756	FALSE	13.100925757926746	57.80162999270738	0.7583616681901699	9.128883903623725
1433	0.524678797778309	CTNNA1	Ctnna1	0.06140677335318199	TRUE	0.6075268817204301	0.15397878462913314	FALSE	267.0496181237303	128.83135178484676	0.4422774612409388	0.8698602032400363
1434	0.4611242183906994	CTNNB1	Ctnnb1	0.08736717827626918	TRUE	0.9408602150537635	0.03285328703703704	TRUE	307.9043886506573	383.40297677383484	0.4764661794664301	0.6358306200440343
1444	0.3062863921327681	DBT	Dbt	0.18860600525174107	FALSE	0	0.728756	FALSE	10.925586791195757	21.014702967434403	0.15242788843730648	0.6616473117066418
1447	0.16769175451751223	DCT	Dct	0.349155458242102	FALSE	0	0.728756	FALSE	2.5902618565624382	1.5614599710577497	3.4207346014178674	0.33270596136326197
1448	0.4586042781956189	DDB1	Ddb1	0.08896134140661388	TRUE	0.9193548387096774	0.04136203389830509	TRUE	211.9977468606189	245.62708825789645	0.37769347988317675	0.484611628352594
1449	0.2561030519867211	GADD45A	Gadd45a	0.23413693346190936	FALSE	0.25806451612903225	0.31735280614203454	FALSE	67.14928545016505	78.98820048426647	3.2564984592534296	4.953158228576984
1453	0.34917854355948463	DHPS	Dhps	0.15819438796258642	FALSE	0.5268817204301075	0.18554259447674418	FALSE	106.12800202345173	67.49657598362181	0.2712097297815328	0.28079598961310853
1455	0.37010450137770895	MPP7	Mpp7	0.14279392240743471	FALSE	0	0.728756	FALSE	9.977794104619058	6.7829208402056835	0.6589038368397112	0.13675937115392603
1456	0.19998923513117767	DLST	Dlst	0.3057064082212382	FALSE	0.7733812949640287	0.09266833333333334	TRUE	91.64468541915086	147.56871985350426	0.27695767004783023	0.5614781579573617
1458	0.7071036855282531	DPT	Dpt	0.006451612903225806	TRUE	0.13440860215053763	0.4413045550141062	FALSE	34.37870814015602	36.58938690834282	10.727331449584758	3.170032808076697
1461	0.3637785729015493	ATN1	Atn1	0.1467048710601719	FALSE	0.16666666666666666	0.40301572459584295	FALSE	81.22149169136644	40.71268266044866	1.5710190658660694	1.4941611700559154
1462	0.3264406830934552	DSC3	Dsc3	0.17425644822905095	FALSE	0	0.728756	FALSE	16.946181338395412	2.2676307855975857	9.957538537687842	0.9242846507908807
1464	0.44659544073411783	DSG2	Dsg2	0.09567440869379927	TRUE	0.053763440860215055	0.607020469842302	FALSE	36.06506747059388	18.059458006270408	1.6876462837803625	4.478100203600493
1466	0.45518173722040933	HBEGF	Hbegf	0.09059867971773275	TRUE	0	0.728756	FALSE	21.39161737643675	10.527169397972905	3.6869064688492235	0.2959990895326625
1468	0.28532652624815613	DUSP7	Dusp7	0.20630372492836677	FALSE	0.05575539568345324	0.607020469842302	FALSE	21.358820274390865	39.50856346656835	1.5086405315549338	1.3335379320274254
1471	0.4181441440953489	E2F4	E2f4	0.10738007380073801	FALSE	0.6021505376344086	0.1566707495590829	FALSE	89.54924510235605	120.28270881175905	0.8478116533352714	1.4849511197161769
1472	0.466086738229379	E2F5	E2f5	0.08498309995171416	TRUE	0.039568345323741004	0.6590493525586655	FALSE	19.290789092518246	24.13888543476498	0.7079306410386375	0.4067918590616574
1473	0.3521710133195885	E2F6	E2f6	0.15451055662188098	FALSE	0.007194244604316547	0.728756	FALSE	18.805476476447453	32.27430070616031	0.2524296349749467	0.3422945976806388
1474	0.06611584937708583	TYMP	Tymp	0.5166643994014419	FALSE	0.021505376344086023	0.7214771682960893	FALSE	67.60798139547144	8.237438033644223	7.668284470424541	2.658941288405794
1476	0.4895407259326778	EDN1	Edn1	0.07800619543790482	TRUE	0	0.728756	FALSE	13.519044989290071	3.533783788111942	2.7676829675917243	0.29877841849079795
1477	0.3738953855949082	EDN2	Edn2	0.1404351087771943	FALSE	0	0.728756	FALSE	2.269726807814453	2.147393888162753	1.3074128808717504	0.7876533176077397
1478	0.5311951000149907	EDNRA	Ednra	0.058198977585528895	TRUE	0.04838709677419355	0.6244438244904309	FALSE	20.042251614100064	18.485712455609654	1.9453461392914575	1.292946773806558
1480	0.3023329051315093	EEF1B2	Eef1b2	0.19222096956031567	FALSE	1	0.002006875	TRUE	861.9389794162623	1036.0994699115358	0.4907145594433422	0.8097328745862028
1482	0.6176458574102822	EFNA5	Efna5	0.02420135527589545	TRUE	0.02158273381294964	0.7214771682960893	FALSE	12.375655255717815	20.213521667680386	0.8199920782002372	1.1723371155592603
1483	0.286219978792737	EGF	Egf	0.20551591949739112	FALSE	0.0017985611510791368	0.728756	FALSE	4.88762662045916	17.201954305368563	0.7767999103246491	10.982039040904782
1485	0.27544439881559646	EGR4	Egr4	0.21575483340189225	FALSE	0	0.728756	FALSE	0.3324465746822109	0.5100843678192383	1.0876052450608393	2.160212260766397
1486	0.5161858398183108	EHHADH	Ehhadh	0.06616126809097174	TRUE	0.01618705035971223	0.728756	FALSE	17.403636343759793	28.40386530734586	3.4509674966831194	7.355842711361033
1487	0.13090150010883214	EIF4A2	Eif4a2	0.4066071823611828	FALSE	0.9247311827956989	0.03689730909090909	TRUE	659.7514393872782	475.07132905129504	0.5056989504303929	1.0280053422465636
1490	0.30572996774641015	EIF5A2	Eif5a2	0.18882948470026162	FALSE	0.0017985611510791368	0.728756	FALSE	7.847329383009828	9.121579534628738	0.27063861074696904	0.40224404460279034
1492	0.29682936116848874	ELK4	Elk4	0.1951730218205863	FALSE	0.02697841726618705	0.7000906056426333	FALSE	20.328302805094786	59.19906125060533	0.439178770942892	1.8466724653029787
1493	0.1613807468633659	ADGRE1	Adgre1	0.3572147001934236	FALSE	0	0.728756	FALSE	3.5513624056968607	21.56731797472372	1.030680719394321	4.3557123817503
1496	0.35455044664211527	DMTN	Dmtn	0.1524204702627939	FALSE	0.10071942446043165	0.5020673600686254	FALSE	32.93775981754604	50.18894498038049	2.0773301170163743	7.347910133483652
1501	0.4081571137870701	ERCC1	Ercc1	0.11382399437906199	FALSE	0.45161290322580644	0.21352374396135265	FALSE	88.19201821275801	63.97329410483029	0.2913466081247525	0.5102155539762102
1503	0.2771938495857765	ETFB	Etfb	0.2138052364690055	FALSE	0.762589928057554	0.0966923131170663	TRUE	204.08848246030178	346.5144044255792	1.9703161452718185	1.1488050140823682
1504	0.28181951835560554	ETV4	Etv4	0.21057046979865773	FALSE	0.03225806451612903	0.6784540561122245	FALSE	28.035313328648687	12.25148714026075	4.45949029388655	1.1041988120659216
1506	0.6326903715014959	EVPL	Evpl	0.01591187270501836	TRUE	0	0.728756	FALSE	18.287202630766334	4.516284796751757	6.256518494228031	0.5001409616765796
1507	0.17945054425326773	EVX1	Evx1	0.330881765129107	FALSE	0	0.728756	FALSE	0.22408899431357168	0.38854864643810383	2.1243173733000678	0.45914312855775236
1508	0.2651769893987091	EYA3	Eya3	0.22588024666799286	FALSE	0.03237410071942446	0.6784540561122245	FALSE	21.41836126269633	40.69093502447185	0.39559025808057713	2.496576916236633
1510	0.43506628353220933	F2R	F2r	0.09949443882709808	TRUE	0.22841726618705036	0.3441190877315624	FALSE	38.57784376537143	65.22121280888378	1.9984407255443795	1.0901826436783069
1511	0.6584717553813261	F3	F3	0.007766990291262136	TRUE	0.04838709677419355	0.6244438244904309	FALSE	53.139625953209716	20.630275901323515	4.619671723764354	1.1276057941132551
1512	0.3691411012845235	F13B	F13b	0.14359124944942003	FALSE	0.00539568345323741	0.728756	FALSE	3.073803556297519	13.293636143759288	3.5397015961005485	7.6615941472374995
1514	0.6586903615051485	FBLN2	Fbln2	0.007766990291262136	TRUE	0.2589928057553957	0.31735280614203454	FALSE	52.94185067290432	75.09275085384998	5.0681094336634605	5.368656503870651
1515	0.5449544476707493	FBN2	Fbn2	0.05090748118636564	TRUE	0.10215053763440861	0.4920772552910053	FALSE	52.688215245448625	20.290075495047866	10.094002473788583	2.0623589786293315
1516	0.32464577874194456	FCER1A	Fcer1a	0.17604511462547504	FALSE	0.00539568345323741	0.728756	FALSE	4.014340506352499	2.3935720658115627	2.25144897710913	2.0919163578261113
1517	0.23753020721619222	FCER2	Fcer2a	0.2551850159890361	FALSE	0.021505376344086023	0.7214771682960893	FALSE	16.383265615443918	9.762441645103456	11.09101788879344	6.321352072499527
1518	0.1787709795695847	FCN1	Fcnb	0.3318693603769065	FALSE	0.02158273381294964	0.7214771682960893	FALSE	117.98384443561201	16.87393144486355	13.329899172815724	6.327567773232553
1519	0.2986405869255624	FDPS	Fdps	0.19403980874013121	FALSE	0.7956989247311828	0.07947611556982344	TRUE	261.0268857239534	235.0669232386141	1.1217832528245437	0.8268086836802935
1521	0.3370420286168484	FGF2	Fgf2	0.16555183946488294	FALSE	0	0.728756	FALSE	12.05091474574125	2.348204897120281	1.6504764765454807	0.28696846424279177
1522	0.3516462665890883	FGF4	Fgf4	0.15526675786593708	FALSE	0	0.728756	FALSE	0.5553042624531078	2.5371135410970647	1.0798474579670172	5.753045878013964
1523	0.6763221790486523	FGF9	Fgf9	0.006451612903225806	TRUE	0.007194244604316547	0.728756	FALSE	6.299978904323118	7.958986925148205	0.7544773419838976	0.4943474069512228
1525	0.4284348819506113	FKBP3	Fkbp3	0.10279828993392925	FALSE	0.5773381294964028	0.16681984477124182	FALSE	101.66096707732494	261.0850844760121	0.6418702907197865	0.79135323587446
1527	0.41333115456166214	FOXO1	Foxo1	0.10934966672671591	FALSE	0.010752688172043012	0.728756	FALSE	22.733968954025812	14.11448696325845	1.5617219901165516	3.437159524799564
1530	0.4493335784972673	FMOD	Fmod	0.0941822173435785	TRUE	0.04838709677419355	0.6244438244904309	FALSE	35.79809821765191	18.592053094012627	3.9293186806724836	2.5995747290289337
1531	0.27805796856643167	FMR1	Fmr1	0.21359022166977418	FALSE	0.25	0.32585213563132265	FALSE	49.88741866530985	60.38143681345855	0.4772112431883569	0.5137581665421022
1533	0.5677271254673767	FN1	Fn1	0.042245692051139525	TRUE	0.5860215053763441	0.16355777215189873	FALSE	1399.9290044911968	337.794033791635	10.088057705563246	9.095944449017246
1534	0.30048993923336004	FNTA	Fnta	0.19307097208207197	FALSE	0.6182795698924731	0.15152833641404806	FALSE	99.18822414780269	72.94991884475002	0.21060411243249508	0.26883730328548283
1535	0.2858340342840591	FNTB	Fntb	0.20567903860470063	FALSE	0.01079136690647482	0.728756	FALSE	21.543192719656144	36.21361172455332	0.2990257737732655	0.6537828235435696
1538	0.372550841255063	FUT4	Fut4	0.14134170028387869	FALSE	0.0017985611510791368	0.728756	FALSE	6.945453976378271	6.056158949382674	0.19728385245495958	0.7433291476123172
1539	0.21368987175340579	KDSR	Kdsr	0.2860593512767426	FALSE	0.010752688172043012	0.728756	FALSE	45.31471561006635	18.039769433997424	0.5719479752506305	0.28524532175132766
1542	0.46742529938325994	GAB1	Gab1	0.08431952662721894	TRUE	0.026881720430107527	0.7000906056426333	FALSE	38.60721479402835	21.39588037750332	1.5039441819170665	0.50987000412271
1543	0.22866758585229946	GABPA	Gabpa	0.2677101967799642	FALSE	0.025179856115107913	0.7214771682960893	FALSE	27.264579126912867	48.22683053227228	0.3285279374773785	1.0081800228408815
1545	0.6778928403413482	GAP43	Gap43	0.006451612903225806	TRUE	0.06654676258992806	0.5751437676304655	FALSE	54.55334574210956	191.02644071555127	12.323684209146085	8.063867836766377
1548	0.697509876460876	GAS1	Gas1	0.006451612903225806	TRUE	0.2158273381294964	0.35309091368846934	FALSE	32.656333657379214	70.3022848188067	3.7863475989693027	3.5878619921917223
1549	0.36466326595002113	GATA1	Gata1	0.14669926650366752	FALSE	0.04316546762589928	0.6420233090422368	FALSE	15.643534199642161	62.79435782490577	8.228479664059018	8.3889454717407
1550	0.35479797127668083	GATA3	Gata3	0.15229129170704692	FALSE	0.10215053763440861	0.4920772552910053	FALSE	17.48234972265232	23.46863240397941	4.762795202195326	3.090560075241833
1551	0.5719062097428607	GATA4	Gata4	0.039886039886039885	TRUE	0.07733812949640288	0.5506479091949638	FALSE	21.058774786461626	25.441452558046684	5.956588685622972	3.431995703572407
1554	0.15039707502921323	GFAP	Gfap	0.37521828259053985	FALSE	0.02877697841726619	0.7000906056426333	FALSE	140.83916521007498	10.804030208127317	19.925859578826287	3.7937547718289517
1556	0.42884824305637514	GJA4	Gja4	0.10217983651226158	FALSE	0.016129032258064516	0.728756	FALSE	14.694717238464813	16.520608358097164	1.185457149719435	1.06276726650171
1557	0.4270232214853328	GCLM	Gclm	0.10370799536500579	FALSE	0.048561151079136694	0.6244438244904309	FALSE	19.367930080901836	194.97712179274862	1.0796379864086894	1.9058296351281803
1558	0.5046396389481747	GLP1R	Glp1r	0.07463154593916589	TRUE	0	0.728756	FALSE	1.1116107690452879	2.0887543236481574	0.7356644761423323	1.377291509552642
1563	0.2530675418139571	GNA15	Gna15	0.2382043935052531	FALSE	0.016129032258064516	0.728756	FALSE	15.264523172237379	10.930253244576706	3.994578005010778	0.8323100313995166
1566	0.6756866000222203	GNAQ	Gnaq	0.006451612903225806	TRUE	0.1827956989247312	0.3847025	FALSE	50.934267570787995	38.56229470124444	1.4782761961181672	0.9252697013038552
1568	0.27755085023643294	GNS	Gns	0.21359022166977418	FALSE	0.22043010752688172	0.34731471859986274	FALSE	106.90626009733471	60.64820902999814	1.777281272411468	0.7681294772318735
1571	0.5071138512183904	GOT1	Got1	0.07388204795852235	TRUE	0.3435251798561151	0.2684586417981827	FALSE	106.4913669979619	105.61738757493265	3.0402890924350996	2.0662270998779033
1572	0.48159083574220996	GOT2	Got2	0.08030949839914621	TRUE	0.5989208633093526	0.1580223096885813	FALSE	104.82381602122194	215.5330550063795	1.0210739883198061	0.725991333205247
1576	0.2476054052798608	GRB2	Grb2	0.2456766917293233	FALSE	0.7311827956989247	0.10721126598465473	FALSE	129.59091791506046	107.31905618587287	0.5116535692467189	0.41398239780776636
1577	0.5197996325151449	GRN	Grn	0.0635879218472469	TRUE	0.7956989247311828	0.07947611556982344	TRUE	324.76601495974484	179.2353438282908	1.213791129626055	1.8748289389181787
1578	0.4114972466389969	GRIK5	Grik5	0.11188436830835116	FALSE	0.025179856115107913	0.7214771682960893	FALSE	12.15324803672911	20.65789778152565	1.2554157177160796	1.750767306495944
1580	0.48230848977569374	GRP	Grp	0.08018483283500952	TRUE	0	0.728756	FALSE	17.734635778953315	3.1997309505209435	5.513260394145369	0.38366617850689205
1585	0.2582689578806177	GTF2F1	Gtf2f1	0.23230754295699446	FALSE	0.46223021582733814	0.21128976470588234	FALSE	67.35012112875869	81.760087902179	0.2894983713326307	0.5732275616947767
1586	0.010828636983516613	GUCA1B	Guca1b	0.622592229840026	FALSE	0	0.728756	FALSE	1.3396272146627022	1.1799776026003126	0.07439875911196266	0.08723953951526559
1593	0.08019034162169164	HTT	Htt	0.4929285960676095	FALSE	0.03225806451612903	0.6784540561122245	FALSE	41.63841873453166	21.334225084750447	0.7151401975961443	0.40791635897537903
1596	0.10853673091024743	HIVEP1	Hivep1	0.4446351931330472	FALSE	0.005376344086021506	0.728756	FALSE	24.303529113512372	12.968972238300305	0.5948104368947164	0.23828789036394424
1601	0.4824710166850569	HLA-DOA	H2-Oa	0.08018483283500952	TRUE	0.046762589928057555	0.6420233090422368	FALSE	20.408165816718785	14.36657311417355	6.5922209665812215	5.481133012936204
1602	0.48183921446642586	HLA-DOB	H2-Ob	0.08030949839914621	TRUE	0.025179856115107913	0.7214771682960893	FALSE	11.581653200202481	23.504296846503646	5.53088768553883	11.295554613717453
1603	0.6018484161746374	HLA-DQB1	H2-Ab1	0.03052805280528053	TRUE	0.09532374100719425	0.5111474291799787	FALSE	52.68920552395014	427.06317449419726	12.066100013375868	8.17443286967749
1609	0.5545890996979078	HMGCS1	Hmgcs1	0.048332527791203485	TRUE	0.5071942446043165	0.19025842105263155	FALSE	162.94171879469877	180.08262751654368	2.8945202055279986	1.0777875883011332
1611	-0.004020929968452643	HMOX2	Hmox2	0.6515435894116886	FALSE	0.4226618705035971	0.22921656072644725	FALSE	73.97424336745173	97.1907718751553	0.49075023548684177	1.2871370096720494
